case_id,activity_name,resource,start_timestamp,end_timestamp,agent
25,Round Grinding,ID4355,2012-02-26 22:55:00+00:00,2012-02-27 01:06:00+00:00,9
25,Round Grinding,ID4385,2012-02-27 03:39:00+00:00,2012-02-27 04:49:00+00:00,26
25,Final Inspection Q.C.,ID4163,2012-02-29 16:00:00+00:00,2012-02-29 16:30:00+00:00,0
26,Turning & Milling,ID4167,2012-01-18 00:17:00+00:00,2012-01-18 00:57:00+00:00,15
26,Turning & Milling,ID4794,2012-01-18 03:09:00+00:00,2012-01-18 05:36:00+00:00,2
26,Turning & Milling,ID4794,2012-01-18 05:37:00+00:00,2012-01-18 13:32:00+00:00,2
26,Turning & Milling,ID4932,2012-01-19 03:13:00+00:00,2012-01-19 04:34:00+00:00,20
26,Turning & Milling,ID4932,2012-01-19 04:34:00+00:00,2012-01-19 09:30:00+00:00,20
26,Turning & Milling Q.C.,ID4493,2012-01-19 14:08:00+00:00,2012-01-19 17:08:00+00:00,13
26,Laser Marking,ID4872,2012-01-19 18:52:00+00:00,2012-01-19 20:07:00+00:00,16
26,Lapping,ID0998,2012-01-22 15:22:00+00:00,2012-01-22 18:45:00+00:00,10
26,Round Grinding,ID4528,2012-01-23 21:09:00+00:00,2012-01-23 22:30:00+00:00,12
26,Round Grinding,ID4528,2012-01-23 22:31:00+00:00,2012-01-24 01:03:00+00:00,12
26,Round Grinding,ID4528,2012-01-24 13:54:00+00:00,2012-01-25 00:36:00+00:00,12
26,Round Grinding,ID4528,2012-01-25 14:07:00+00:00,2012-01-25 19:05:00+00:00,12
26,Round Grinding,ID4493,2012-01-26 18:49:00+00:00,2012-01-26 18:53:00+00:00,13
26,Lapping,ID0998,2012-02-23 22:46:00+00:00,2012-02-24 00:44:00+00:00,10
26,Round Grinding,ID4355,2012-02-24 00:45:00+00:00,2012-02-24 02:07:00+00:00,9
26,Round Grinding,ID4355,2012-02-24 02:07:00+00:00,2012-02-24 02:57:00+00:00,9
26,Round Grinding,ID4445,2012-02-24 02:56:00+00:00,2012-02-24 05:15:00+00:00,1
26,Final Inspection Q.C.,ID4493,2012-02-27 17:53:00+00:00,2012-02-27 19:53:00+00:00,13
26,Final Inspection Q.C.,ID4493,2012-02-28 16:21:00+00:00,2012-02-28 20:40:00+00:00,13
26,Final Inspection Q.C.,ID4493,2012-02-28 23:06:00+00:00,2012-02-28 23:07:00+00:00,13
26,Packing,ID4820,2012-02-29 07:00:00+00:00,2012-02-29 08:00:00+00:00,19
27,Turning & Milling,ID0997,2012-01-18 22:57:00+00:00,2012-01-19 00:51:00+00:00,5
27,Turning & Milling,ID0997,2012-01-19 15:00:00+00:00,2012-01-19 18:00:00+00:00,5
27,Turning & Milling,ID0997,2012-01-19 18:04:00+00:00,2012-01-19 19:09:00+00:00,5
27,Turning & Milling,ID0997,2012-01-19 19:09:00+00:00,2012-01-19 22:24:00+00:00,5
27,Turning & Milling,ID0997,2012-01-20 15:09:00+00:00,2012-01-20 19:39:00+00:00,5
27,Turning & Milling,ID0997,2012-01-22 13:58:00+00:00,2012-01-22 14:02:00+00:00,5
27,Turning & Milling,ID0997,2012-01-22 16:37:00+00:00,2012-01-22 18:02:00+00:00,5
27,Turning & Milling Q.C.,ID4618,2012-01-22 20:50:00+00:00,2012-01-22 20:51:00+00:00,14
27,Lapping,ID4872,2012-01-22 23:19:00+00:00,2012-01-23 00:26:00+00:00,16
27,Round Grinding,ID4872,2012-01-23 00:27:00+00:00,2012-01-23 01:27:00+00:00,16
27,Round Grinding,ID4872,2012-01-23 01:27:00+00:00,2012-01-23 05:11:00+00:00,16
27,Laser Marking,ID0998,2012-01-23 23:57:00+00:00,2012-01-24 00:13:00+00:00,10
27,Final Inspection Q.C.,ID4618,2012-01-24 16:48:00+00:00,2012-01-24 20:00:00+00:00,14
27,Packing,ID4820,2012-01-25 07:00:00+00:00,2012-01-25 08:00:00+00:00,19
27,Final Inspection Q.C.,ID4618,2012-01-25 15:17:00+00:00,2012-01-25 17:55:00+00:00,14
30,Turning & Milling,ID4529,2012-02-29 14:00:00+00:00,2012-02-29 19:38:00+00:00,3
30,Turning & Milling Q.C.,ID4163,2012-02-29 16:30:00+00:00,2012-02-29 17:00:00+00:00,0
30,Turning & Milling,ID4718,2012-02-29 19:42:00+00:00,2012-02-29 23:00:00+00:00,27
30,Turning & Milling,ID4429,2012-02-29 23:31:00+00:00,2012-03-01 01:30:00+00:00,17
30,Turning & Milling,ID4167,2012-03-01 14:00:00+00:00,2012-03-01 21:45:00+00:00,15
30,Turning & Milling Q.C.,ID4163,2012-03-01 21:25:00+00:00,2012-03-01 22:05:00+00:00,0
32,Turning & Milling,ID4794,2012-01-24 18:52:00+00:00,2012-01-24 22:45:00+00:00,2
32,Turning & Milling,ID4429,2012-01-25 16:21:00+00:00,2012-01-26 01:00:00+00:00,17
32,Turning & Milling,ID4529,2012-01-26 02:58:00+00:00,2012-01-26 13:44:00+00:00,3
32,Turning & Milling,ID4429,2012-01-26 14:24:00+00:00,2012-01-26 23:16:00+00:00,17
32,Turning & Milling,ID4167,2012-01-26 23:40:00+00:00,2012-01-27 06:45:00+00:00,15
32,Turning & Milling,ID4429,2012-01-27 13:49:00+00:00,2012-01-27 19:55:00+00:00,17
32,Turning & Milling Q.C.,ID4493,2012-01-27 15:01:00+00:00,2012-01-27 17:02:00+00:00,13
32,Turning & Milling Q.C.,ID4493,2012-01-27 19:13:00+00:00,2012-01-28 01:00:00+00:00,13
32,Turning & Milling,ID4794,2012-01-28 19:10:00+00:00,2012-01-29 05:11:00+00:00,2
32,Turning & Milling,ID4794,2012-01-28 20:00:00+00:00,2012-01-29 13:52:00+00:00,2
32,Turning & Milling,ID4932,2012-01-29 05:18:00+00:00,2012-01-29 18:23:00+00:00,20
32,Turning & Milling,ID4529,2012-01-29 16:35:00+00:00,2012-01-29 22:45:00+00:00,3
32,Turning & Milling Q.C.,ID4493,2012-01-29 16:36:00+00:00,2012-01-29 17:37:00+00:00,13
32,Turning & Milling Q.C.,ID4493,2012-01-29 16:40:00+00:00,2012-01-29 17:40:00+00:00,13
32,Turning & Milling,ID4429,2012-01-29 23:02:00+00:00,2012-01-30 06:44:00+00:00,17
32,Turning & Milling,ID4794,2012-01-30 06:47:00+00:00,2012-01-30 13:39:00+00:00,2
32,Turning & Milling,ID4529,2012-01-30 14:00:00+00:00,2012-01-30 22:49:00+00:00,3
32,Turning & Milling,ID4429,2012-01-30 22:58:00+00:00,2012-01-31 06:29:00+00:00,17
32,Turning & Milling,ID4794,2012-01-31 06:33:00+00:00,2012-01-31 13:45:00+00:00,2
32,Turning & Milling,ID4529,2012-01-31 14:09:00+00:00,2012-01-31 22:56:00+00:00,3
32,Turning & Milling,ID4429,2012-01-31 23:15:00+00:00,2012-02-01 06:37:00+00:00,17
32,Turning & Milling,ID4794,2012-02-01 06:50:00+00:00,2012-02-01 13:55:00+00:00,2
32,Turning & Milling,ID4529,2012-02-01 14:00:00+00:00,2012-02-01 22:48:00+00:00,3
32,Turning & Milling,ID4429,2012-02-01 23:00:00+00:00,2012-02-02 06:37:00+00:00,17
32,Turning & Milling,ID4794,2012-02-02 06:39:00+00:00,2012-02-02 13:46:00+00:00,2
32,Turning & Milling,ID4529,2012-02-02 13:59:00+00:00,2012-02-02 22:45:00+00:00,3
32,Turning & Milling Q.C.,ID4493,2012-02-05 14:00:00+00:00,2012-02-05 16:27:00+00:00,13
32,Turning & Milling,ID4429,2012-02-05 16:30:00+00:00,2012-02-05 19:31:00+00:00,17
32,Turning & Milling,ID4429,2012-02-05 16:35:00+00:00,2012-02-06 00:43:00+00:00,17
32,Turning & Milling,ID4167,2012-02-06 02:02:00+00:00,2012-02-06 03:05:00+00:00,15
32,Turning & Milling,ID4529,2012-02-06 03:08:00+00:00,2012-02-06 10:41:00+00:00,3
32,Turning & Milling Q.C.,ID4493,2012-02-06 14:00:00+00:00,2012-02-06 15:20:00+00:00,13
32,Nitration Q.C.,ID4493,2012-02-16 17:26:00+00:00,2012-02-16 17:27:00+00:00,13
32,Laser Marking,ID0998,2012-02-16 17:41:00+00:00,2012-02-16 21:51:00+00:00,10
32,Laser Marking,ID0998,2012-02-16 21:52:00+00:00,2012-02-16 23:07:00+00:00,10
32,Lapping,ID0998,2012-02-16 21:53:00+00:00,2012-02-17 00:44:00+00:00,10
32,Round Grinding,ID4355,2012-02-17 13:55:00+00:00,2012-02-17 15:30:00+00:00,9
32,Round Grinding,ID4355,2012-02-17 15:31:00+00:00,2012-02-17 19:05:00+00:00,9
32,Lapping,ID0998,2012-02-17 16:19:00+00:00,2012-02-17 19:45:00+00:00,10
32,Laser Marking,ID0998,2012-02-17 18:39:00+00:00,2012-02-17 19:02:00+00:00,10
32,Laser Marking,ID4882,2012-02-19 14:41:00+00:00,2012-02-19 15:39:00+00:00,4
32,Round Grinding,ID4385,2012-02-19 16:07:00+00:00,2012-02-19 20:23:00+00:00,26
32,Laser Marking,ID0998,2012-02-19 17:58:00+00:00,2012-02-19 18:38:00+00:00,10
32,Lapping,ID4882,2012-02-19 21:23:00+00:00,2012-02-19 22:55:00+00:00,4
32,Lapping,ID0998,2012-02-19 21:29:00+00:00,2012-02-20 00:10:00+00:00,10
32,Round Grinding,ID4385,2012-02-19 21:49:00+00:00,2012-02-20 00:59:00+00:00,26
32,Round Grinding,ID4872,2012-02-20 01:13:00+00:00,2012-02-20 06:44:00+00:00,16
32,Round Grinding,ID4445,2012-02-20 06:57:00+00:00,2012-02-20 13:52:00+00:00,1
32,Final Inspection Q.C.,ID4493,2012-02-20 14:02:00+00:00,2012-02-20 21:15:00+00:00,13
32,Round Grinding,ID4385,2012-02-20 14:08:00+00:00,2012-02-20 21:05:00+00:00,26
32,Round Grinding,ID4385,2012-02-20 21:06:00+00:00,2012-02-20 22:50:00+00:00,26
32,Round Grinding,ID0420,2012-02-20 23:05:00+00:00,2012-02-21 00:50:00+00:00,30
32,Round Grinding,ID4872,2012-02-21 01:43:00+00:00,2012-02-21 04:53:00+00:00,16
32,Round Grinding,ID4445,2012-02-21 04:54:00+00:00,2012-02-21 13:47:00+00:00,1
32,Packing,ID4820,2012-02-21 07:00:00+00:00,2012-02-21 08:00:00+00:00,19
32,Lapping,ID4882,2012-02-21 07:00:00+00:00,2012-02-21 08:15:00+00:00,4
32,Round Grinding,ID0420,2012-02-21 14:18:00+00:00,2012-02-22 01:08:00+00:00,30
32,Lapping,ID0998,2012-02-21 16:14:00+00:00,2012-02-21 18:44:00+00:00,10
32,Final Inspection Q.C.,ID4493,2012-02-21 17:00:00+00:00,2012-02-21 18:14:00+00:00,13
32,Round Grinding,ID4445,2012-02-22 03:04:00+00:00,2012-02-22 13:56:00+00:00,1
32,Final Inspection Q.C.,ID4493,2012-02-22 13:45:00+00:00,2012-02-22 17:45:00+00:00,13
32,Round Grinding,ID0420,2012-02-22 14:03:00+00:00,2012-02-22 14:13:00+00:00,30
32,Round Grinding,ID4385,2012-02-22 15:29:00+00:00,2012-02-22 22:24:00+00:00,26
32,Round Grinding,ID4385,2012-02-22 22:26:00+00:00,2012-02-22 23:01:00+00:00,26
32,Round Grinding,ID4355,2012-02-22 23:08:00+00:00,2012-02-22 23:47:00+00:00,9
32,Final Inspection Q.C.,ID4493,2012-02-23 14:00:00+00:00,2012-02-23 15:27:00+00:00,13
32,Packing,ID4820,2012-02-24 07:00:00+00:00,2012-02-24 08:00:00+00:00,19
32,Packing,ID4820,2012-02-24 07:00:00+00:00,2012-02-24 08:00:00+00:00,19
34,Turning & Milling,ID4132,2012-01-29 16:02:00+00:00,2012-01-30 00:43:00+00:00,25
34,Turning & Milling,ID3846,2012-01-30 00:59:00+00:00,2012-01-30 02:54:00+00:00,11
34,Turning & Milling,ID3846,2012-01-30 02:54:00+00:00,2012-01-30 06:45:00+00:00,11
34,Turning & Milling,ID4932,2012-01-30 06:46:00+00:00,2012-01-30 13:44:00+00:00,20
34,Turning & Milling,ID4132,2012-01-30 14:02:00+00:00,2012-01-30 15:06:00+00:00,25
34,Turning & Milling Q.C.,ID4287,2012-01-30 14:04:00+00:00,2012-01-30 17:00:00+00:00,18
34,Laser Marking,ID0998,2012-02-01 16:20:00+00:00,2012-02-01 16:54:00+00:00,10
34,Lapping,ID0998,2012-02-01 18:18:00+00:00,2012-02-01 18:20:00+00:00,10
34,Lapping,ID0998,2012-02-01 18:21:00+00:00,2012-02-01 20:52:00+00:00,10
34,Round Grinding,ID4872,2012-02-01 18:30:00+00:00,2012-02-01 18:41:00+00:00,16
34,Round Grinding,ID4872,2012-02-01 21:12:00+00:00,2012-02-01 21:46:00+00:00,16
34,Round Grinding,ID4528,2012-02-01 23:10:00+00:00,2012-02-02 00:26:00+00:00,12
34,Round Grinding,ID4528,2012-02-02 00:27:00+00:00,2012-02-02 01:18:00+00:00,12
34,Final Inspection Q.C.,ID4287,2012-02-02 22:30:00+00:00,2012-02-02 23:04:00+00:00,18
34,Packing,ID4820,2012-02-05 07:00:00+00:00,2012-02-05 08:00:00+00:00,19
34,Final Inspection Q.C.,ID4287,2012-02-05 16:00:00+00:00,2012-02-05 22:00:00+00:00,18
34,Round Grinding,ID4528,2012-02-19 21:38:00+00:00,2012-02-19 22:59:00+00:00,12
34,Round Grinding,ID4528,2012-02-19 23:00:00+00:00,2012-02-20 00:51:00+00:00,12
34,Round Grinding,ID4528,2012-02-20 14:11:00+00:00,2012-02-20 17:42:00+00:00,12
34,Final Inspection Q.C.,ID4493,2012-02-21 18:07:00+00:00,2012-02-21 22:07:00+00:00,13
34,Packing,ID4820,2012-02-22 07:00:00+00:00,2012-02-22 08:00:00+00:00,19
37,Turning & Milling,ID0997,2012-01-30 16:47:00+00:00,2012-01-30 21:46:00+00:00,5
37,Turning,ID4641,2012-01-30 17:20:00+00:00,2012-01-30 21:19:00+00:00,8
37,Turning & Milling,ID0997,2012-01-30 21:47:00+00:00,2012-01-31 01:02:00+00:00,5
37,Turning & Milling,ID4794,2012-01-31 03:04:00+00:00,2012-01-31 13:45:00+00:00,2
37,Turning & Milling,ID4783,2012-01-31 14:00:00+00:00,2012-02-01 01:00:00+00:00,34
37,Turning & Milling,ID0997,2012-02-01 14:00:00+00:00,2012-02-01 23:39:00+00:00,5
37,Turning & Milling,ID0997,2012-02-01 23:39:00+00:00,2012-02-02 00:57:00+00:00,5
37,Turning & Milling,ID4932,2012-02-02 04:19:00+00:00,2012-02-02 10:48:00+00:00,20
37,Flat Grinding,ID0998,2012-02-03 15:00:00+00:00,2012-02-03 17:00:00+00:00,10
37,Turning & Milling Q.C.,ID4618,2012-02-06 14:41:00+00:00,2012-02-06 14:42:00+00:00,14
37,Round Grinding,ID0420,2012-02-12 07:00:00+00:00,2012-02-12 12:00:00+00:00,30
37,Lapping,ID0998,2012-02-12 19:06:00+00:00,2012-02-12 22:26:00+00:00,10
37,Round Grinding,ID4385,2012-02-13 03:00:00+00:00,2012-02-13 05:30:00+00:00,26
37,Round Grinding,ID4385,2012-02-13 05:30:00+00:00,2012-02-13 06:30:00+00:00,26
37,Round Grinding,ID4355,2012-02-13 14:00:00+00:00,2012-02-13 16:08:00+00:00,9
37,Round Grinding,ID4618,2012-02-21 07:00:00+00:00,2012-02-21 08:15:00+00:00,14
37,Laser Marking,ID4618,2012-02-21 07:00:00+00:00,2012-02-21 08:15:00+00:00,14
37,Laser Marking,ID0998,2012-02-21 20:59:00+00:00,2012-02-21 21:00:00+00:00,10
37,Final Inspection Q.C.,ID4618,2012-02-21 23:17:00+00:00,2012-02-21 23:34:00+00:00,14
37,Final Inspection Q.C.,ID4618,2012-02-21 23:18:00+00:00,2012-02-21 23:35:00+00:00,14
37,Packing,ID4820,2012-02-22 07:00:00+00:00,2012-02-22 08:00:00+00:00,19
39,Turning & Milling,ID4641,2012-02-13 14:39:00+00:00,2012-02-13 22:22:00+00:00,8
39,Turning & Milling,ID4641,2012-02-14 14:53:00+00:00,2012-02-14 18:01:00+00:00,8
39,Turning & Milling Q.C.,ID4287,2012-02-14 16:00:00+00:00,2012-02-14 17:13:00+00:00,18
39,Turning & Milling,ID4641,2012-02-14 18:02:00+00:00,2012-02-14 21:10:00+00:00,8
39,Turning & Milling Q.C.,ID4287,2012-02-14 20:20:00+00:00,2012-02-14 21:10:00+00:00,18
39,Turning & Milling,ID4641,2012-02-14 21:10:00+00:00,2012-02-14 22:53:00+00:00,8
39,Turning & Milling,ID4132,2012-02-14 23:23:00+00:00,2012-02-15 04:23:00+00:00,25
39,Turning & Milling,ID4641,2012-02-15 14:49:00+00:00,2012-02-15 15:12:00+00:00,8
39,Turning & Milling,ID4641,2012-02-15 16:47:00+00:00,2012-02-15 22:23:00+00:00,8
39,Turning & Milling Q.C.,ID4287,2012-02-15 18:16:00+00:00,2012-02-15 19:50:00+00:00,18
39,Turning & Milling Q.C.,ID4287,2012-02-16 16:00:00+00:00,2012-02-16 17:29:00+00:00,18
39,Laser Marking,ID0998,2012-02-16 18:04:00+00:00,2012-02-16 18:26:00+00:00,10
39,Round Grinding,ID4287,2012-02-19 22:00:00+00:00,2012-02-19 23:07:00+00:00,18
40,Turning,ID3846,2012-01-31 04:05:00+00:00,2012-01-31 06:41:00+00:00,11
40,Turning,ID4641,2012-01-31 14:17:00+00:00,2012-01-31 16:34:00+00:00,8
40,Turning,ID3846,2012-01-31 23:13:00+00:00,2012-01-31 23:39:00+00:00,11
40,Turning,ID3846,2012-01-31 23:40:00+00:00,2012-02-01 00:28:00+00:00,11
40,Turning,ID3846,2012-02-01 00:29:00+00:00,2012-02-01 06:37:00+00:00,11
40,Turning,ID4932,2012-02-01 06:47:00+00:00,2012-02-01 13:43:00+00:00,20
40,Turning Q.C.,ID4618,2012-02-01 13:55:00+00:00,2012-02-01 14:23:00+00:00,14
40,Flat Grinding,ID4882,2012-02-07 23:50:00+00:00,2012-02-08 00:45:00+00:00,4
40,Laser Marking,ID0998,2012-02-08 16:57:00+00:00,2012-02-08 17:21:00+00:00,10
40,Packing,ID4820,2012-02-14 07:00:00+00:00,2012-02-14 08:00:00+00:00,19
40,Final Inspection Q.C.,ID4618,2012-02-14 18:52:00+00:00,2012-02-14 18:53:00+00:00,14
41,Turning & Milling,ID3846,2012-01-25 14:30:00+00:00,2012-01-25 18:15:00+00:00,11
41,Turning & Milling,ID3846,2012-01-25 18:16:00+00:00,2012-01-25 19:20:00+00:00,11
41,Turning & Milling Q.C.,ID4618,2012-01-25 18:17:00+00:00,2012-01-25 21:20:00+00:00,14
41,Turning & Milling,ID3846,2012-01-25 19:21:00+00:00,2012-01-25 22:55:00+00:00,11
41,Turning & Milling,ID4641,2012-01-26 02:50:00+00:00,2012-01-26 07:04:00+00:00,8
41,Grinding Rework,ID0998,2012-01-27 17:00:00+00:00,2012-01-27 17:30:00+00:00,10
41,Turning & Milling Q.C.,ID4493,2012-01-29 14:20:00+00:00,2012-01-29 15:35:00+00:00,13
41,Laser Marking,ID0998,2012-02-06 17:21:00+00:00,2012-02-06 17:41:00+00:00,10
41,Lapping,ID0998,2012-02-07 19:30:00+00:00,2012-02-07 20:00:00+00:00,10
41,Round Grinding,ID4385,2012-02-08 14:00:00+00:00,2012-02-08 17:07:00+00:00,26
41,Round Grinding,ID4385,2012-02-08 17:07:00+00:00,2012-02-08 20:17:00+00:00,26
41,Packing,ID4820,2012-02-13 07:00:00+00:00,2012-02-13 08:00:00+00:00,19
41,Final Inspection Q.C.,ID4618,2012-02-13 16:55:00+00:00,2012-02-13 21:18:00+00:00,14
43,Turning & Milling,ID4219,2012-02-16 06:20:00+00:00,2012-02-16 07:29:00+00:00,7
43,Turning & Milling,ID0997,2012-02-16 16:11:00+00:00,2012-02-16 20:46:00+00:00,5
43,Turning & Milling Q.C.,ID4618,2012-02-16 20:20:00+00:00,2012-02-16 20:55:00+00:00,14
43,Turning & Milling,ID0997,2012-02-16 21:21:00+00:00,2012-02-16 22:57:00+00:00,5
43,Turning & Milling,ID4219,2012-02-16 23:27:00+00:00,2012-02-17 04:03:00+00:00,7
43,Turning & Milling Q.C.,ID4618,2012-02-17 15:11:00+00:00,2012-02-17 15:22:00+00:00,14
43,Laser Marking,ID0998,2012-02-19 21:28:00+00:00,2012-02-19 21:43:00+00:00,10
43,Lapping,ID0998,2012-02-20 16:48:00+00:00,2012-02-20 17:24:00+00:00,10
43,Final Inspection Q.C.,ID4618,2012-02-20 18:11:00+00:00,2012-02-20 19:11:00+00:00,14
43,Packing,ID4820,2012-02-21 07:00:00+00:00,2012-02-21 08:00:00+00:00,19
43,Packing,ID4820,2012-02-21 07:00:00+00:00,2012-02-21 08:00:00+00:00,19
46,Turning & Milling,ID4429,2012-01-29 07:00:00+00:00,2012-01-29 08:15:00+00:00,17
46,Turning & Milling,ID4529,2012-01-31 16:30:00+00:00,2012-01-31 22:57:00+00:00,3
46,Turning & Milling,ID4429,2012-02-01 00:01:00+00:00,2012-02-01 03:06:00+00:00,17
46,Turning & Milling,ID4794,2012-02-01 03:04:00+00:00,2012-02-01 05:40:00+00:00,2
46,Turning & Milling,ID4794,2012-02-01 05:41:00+00:00,2012-02-01 10:21:00+00:00,2
46,Turning & Milling Q.C.,ID4287,2012-02-01 16:16:00+00:00,2012-02-01 18:11:00+00:00,18
46,Lapping,ID0998,2012-02-01 21:50:00+00:00,2012-02-01 21:50:00+00:00,10
46,Laser Marking,ID0998,2012-02-01 21:50:00+00:00,2012-02-01 23:05:00+00:00,10
46,Final Inspection Q.C.,ID4287,2012-02-01 22:03:00+00:00,2012-02-01 22:56:00+00:00,18
46,Final Inspection Q.C.,ID4287,2012-02-02 13:49:00+00:00,2012-02-02 14:01:00+00:00,18
46,Packing,ID4820,2012-02-03 07:00:00+00:00,2012-02-03 08:00:00+00:00,19
48,Turning & Milling,ID4167,2012-01-31 15:27:00+00:00,2012-01-31 23:08:00+00:00,15
48,Turning & Milling,ID4932,2012-02-01 02:48:00+00:00,2012-02-01 06:55:00+00:00,20
48,Turning & Milling,ID4932,2012-02-01 06:56:00+00:00,2012-02-01 13:43:00+00:00,20
48,Turning & Milling Q.C.,ID4287,2012-02-01 14:00:00+00:00,2012-02-01 15:40:00+00:00,18
48,Turning & Milling,ID4167,2012-02-01 16:00:00+00:00,2012-02-01 18:28:00+00:00,15
48,Turning & Milling Q.C.,ID4287,2012-02-01 20:50:00+00:00,2012-02-01 21:33:00+00:00,18
48,Laser Marking,ID0998,2012-02-01 21:56:00+00:00,2012-02-01 22:24:00+00:00,10
48,Lapping,ID0998,2012-02-01 22:24:00+00:00,2012-02-02 00:07:00+00:00,10
48,Round Grinding,ID4528,2012-02-02 01:18:00+00:00,2012-02-02 06:34:00+00:00,12
48,Round Grinding,ID4872,2012-02-02 14:24:00+00:00,2012-02-02 21:33:00+00:00,16
48,Round Grinding,ID4528,2012-02-03 02:02:00+00:00,2012-02-03 06:53:00+00:00,12
48,Round Grinding,ID4872,2012-02-03 13:47:00+00:00,2012-02-03 18:54:00+00:00,16
48,Round Grinding,ID4355,2012-02-03 16:51:00+00:00,2012-02-03 19:55:00+00:00,9
48,Round Grinding,ID4385,2012-02-05 16:09:00+00:00,2012-02-05 17:15:00+00:00,26
48,Round Grinding,ID4385,2012-02-05 16:11:00+00:00,2012-02-05 19:15:00+00:00,26
48,Round Grinding,ID4872,2012-02-05 17:17:00+00:00,2012-02-06 00:12:00+00:00,16
48,Round Grinding,ID4528,2012-02-05 21:04:00+00:00,2012-02-06 00:48:00+00:00,12
48,Round Grinding,ID4872,2012-02-05 23:00:00+00:00,2012-02-06 00:48:00+00:00,16
48,Round Grinding,ID4385,2012-02-06 00:13:00+00:00,2012-02-06 00:55:00+00:00,26
48,Round Grinding,ID4355,2012-02-06 00:48:00+00:00,2012-02-06 06:42:00+00:00,9
48,Round Grinding,ID4872,2012-02-06 03:04:00+00:00,2012-02-06 06:44:00+00:00,16
48,Round Grinding,ID4528,2012-02-06 13:59:00+00:00,2012-02-06 22:47:00+00:00,12
48,Round Grinding,ID4872,2012-02-06 17:06:00+00:00,2012-02-06 23:46:00+00:00,16
48,Packing,ID4491,2012-02-07 07:00:00+00:00,2012-02-07 08:00:00+00:00,21
48,Final Inspection Q.C.,ID4493,2012-02-07 13:47:00+00:00,2012-02-07 18:47:00+00:00,13
48,Round Grinding,ID4528,2012-02-07 14:08:00+00:00,2012-02-07 20:37:00+00:00,12
48,Packing,ID4820,2012-02-13 07:00:00+00:00,2012-02-13 08:00:00+00:00,19
48,Final Inspection Q.C.,ID4493,2012-02-13 13:53:00+00:00,2012-02-13 16:27:00+00:00,13
48,Grinding Rework,ID4528,2012-03-07 14:15:00+00:00,2012-03-07 17:30:00+00:00,12
48,Packing,ID4820,2012-03-08 07:00:00+00:00,2012-03-08 08:00:00+00:00,19
48,Final Inspection Q.C.,ID4493,2012-03-08 19:27:00+00:00,2012-03-08 20:42:00+00:00,13
52,Turning & Milling,ID0997,2012-02-09 12:09:00+00:00,2012-02-09 13:36:00+00:00,5
52,Turning & Milling,ID4219,2012-02-21 20:28:00+00:00,2012-02-21 22:38:00+00:00,7
52,Turning & Milling,ID4219,2012-02-21 22:39:00+00:00,2012-02-22 00:11:00+00:00,7
52,Turning & Milling,ID4219,2012-02-22 00:11:00+00:00,2012-02-22 00:58:00+00:00,7
52,Turning & Milling,ID4219,2012-02-22 13:52:00+00:00,2012-02-22 16:19:00+00:00,7
52,Turning & Milling,ID4219,2012-02-22 16:20:00+00:00,2012-02-22 16:42:00+00:00,7
52,Turning & Milling,ID4219,2012-02-22 16:42:00+00:00,2012-02-23 01:02:00+00:00,7
52,Turning & Milling,ID4219,2012-02-23 13:49:00+00:00,2012-02-23 17:43:00+00:00,7
52,Turning & Milling Q.C.,ID4618,2012-02-24 17:31:00+00:00,2012-02-24 18:46:00+00:00,14
52,Flat Grinding,ID4882,2012-02-24 17:33:00+00:00,2012-02-24 19:08:00+00:00,4
52,Laser Marking,ID4882,2012-02-26 13:51:00+00:00,2012-02-26 13:52:00+00:00,4
52,Laser Marking,ID4882,2012-02-26 17:41:00+00:00,2012-02-26 18:21:00+00:00,4
52,Final Inspection Q.C.,ID4618,2012-02-26 22:53:00+00:00,2012-02-27 01:01:00+00:00,14
52,Final Inspection Q.C.,ID4618,2012-02-27 21:14:00+00:00,2012-02-27 21:15:00+00:00,14
52,Packing,ID4820,2012-02-28 07:00:00+00:00,2012-02-28 08:00:00+00:00,19
52,Packing,ID4820,2012-02-29 07:00:00+00:00,2012-02-29 08:00:00+00:00,19
56,Turning,ID4219,2012-03-06 14:40:00+00:00,2012-03-06 16:09:00+00:00,7
56,Turning,ID0997,2012-03-08 05:06:00+00:00,2012-03-08 09:08:00+00:00,5
56,Packing,ID4820,2012-03-08 07:00:00+00:00,2012-03-08 08:00:00+00:00,19
56,Turning,ID0997,2012-03-08 09:08:00+00:00,2012-03-08 11:18:00+00:00,5
56,Turning Q.C.,ID4618,2012-03-08 14:12:00+00:00,2012-03-08 14:46:00+00:00,14
56,Lapping,ID0998,2012-03-08 17:12:00+00:00,2012-03-08 18:25:00+00:00,10
56,Laser Marking,ID0998,2012-03-08 18:26:00+00:00,2012-03-08 18:44:00+00:00,10
56,Final Inspection Q.C.,ID4618,2012-03-08 18:30:00+00:00,2012-03-08 19:19:00+00:00,14
58,Round Grinding,ID4528,2012-02-09 17:49:00+00:00,2012-02-09 18:16:00+00:00,12
58,Round Grinding,ID4528,2012-02-09 19:28:00+00:00,2012-02-09 20:37:00+00:00,12
58,Round Grinding,ID4872,2012-02-09 23:02:00+00:00,2012-02-10 01:14:00+00:00,16
58,Round Grinding,ID4528,2012-02-12 06:14:00+00:00,2012-02-12 13:12:00+00:00,12
58,Final Inspection Q.C.,ID4618,2012-02-19 13:50:00+00:00,2012-02-19 22:11:00+00:00,14
